Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Sales Category,Profitable
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0.00,315.74,29,High,1088.76
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.20,2.35,35,Low,5.38
First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.78,3,0.20,7.47,2.5,Low,239.02
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.38,3,0.20,22.68,7.5,Low,241.9
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.93,2,0.20,0.56,6.25,Low,7.14
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,47.58,2,0.20,-2.97,-6.25,Low,38.07
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,33.79,8,0.20,10.56,31.25,Low,27.03
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,300.53,2,0.32,-97.23,-32.35,Low,204.36
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.72,2,0.80,-4.36,-160,Low,0.54
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.26,2,0.20,1.1,33.75,Low,2.61
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,108.34,6,0.20,37.92,35,Low,86.67
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.20,6.29,11.25,Low,44.74
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,78.3,2,0.20,29.36,37.5,Low,62.64
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,443.92,5,0.20,-94.33,-21.25,Low,355.14
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.98,3,0.20,54.59,35,Low,124.78
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0.00,4.18,27,Low,15.47
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2,0.00,3.44,48,Low,7.16
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1,0.00,2.83,26,Low,10.89
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.00,9.33,48,Low,19.44
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.6,5,0.20,39.52,32.5,Low,97.28
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.50,-27.83,-4,Medium,347.85
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0.00,31.29,26,Low,120.33
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0.00,284.98,25,High,1139.92
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.54,7,0.20,83.21,36.25,Low,183.64
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.73,2,0.20,-32.34,-22.5,Low,114.98
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.05,3,0.20,-0.9,-2.5,Low,28.84
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.49,8,0.30,-12.08,-1.43,Medium,591.84
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0.00,14.26,28,Low,50.94
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.59,3,0.80,"-1,143.89",-150,Medium,152.52
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0.00,15.76,28,Low,56.28
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0.00,"1,264.76",47,High,2690.97
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.43,6,0.70,-5.7,-76.67,Low,2.23
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.78,1,0.20,-12.96,-20,Low,51.83
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0.00,13.24,47,Low,28.16
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0.00,6.89,46,Low,14.98
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0.00,6.91,34,Low,20.32
Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0.00,10.48,26,Low,40.29
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0.00,9.51,47,Low,20.23
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.14,4,0.20,100.2,6.25,High,1282.51
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,225.3,2,0.20,22.53,10,Low,180.24
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,67.8,4,0.00,4.07,6,Low,67.8
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0.00,98.27,26,Low,377.97
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0.00,374.63,23,High,1628.82
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0.00,140.6,49,Low,286.93
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.74,4,0.20,7.26,35,Low,16.59
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0.00,8.49,27,Low,31.44
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7,0.00,22.62,27,Low,83.79
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3,0.00,15.48,26,Low,59.52
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4,0.00,9.26,29,Low,31.92
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.20,-3.31,-22.5,Low,11.78
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,38.98,3,0.20,-2.44,-6.25,Low,31.18
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.09,2,0.20,1.07,6.25,Low,13.67
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.35,3,0.20,23.24,31.25,Low,59.48
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,314.35,3,0.20,-35.36,-11.25,Low,251.48
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1,0.00,1.75,41,Low,4.26
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0.00,24.34,3,Medium,811.28
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3,0.00,2.95,49,Low,6.03
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.57,2,0.20,-5.76,-3.75,Low,122.85
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.49,7,0.20,76.01,7.5,High,810.79
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2,0.00,24.6,47,Low,52.34
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,4.66,2,0.00,1.35,29,Low,4.66
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3,0.00,91.79,36,Low,254.97
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6,0.00,12.72,50,Low,25.44
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,27.93,3,0.00,8.1,29,Low,27.93
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.80,-13.72,-155,Low,1.77
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0.00,2.23,32,Low,6.96
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.46,2,0.20,5.89,33.75,Low,13.96
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5,0.20,-34.64,-11.25,Low,246.34
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3,0.00,1.79,27,Low,6.63
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2,0.00,6.22,48,Low,12.96
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.4,5,0.00,15.55,48,Low,32.4
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5,0.00,10.73,45,Low,23.85
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2,0.00,12.99,25,Low,51.96
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3,0.00,8.61,48,Low,17.94
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0.00,5.66,49,Low,11.56
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0.00,11.88,45,Low,26.4
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11,0.00,29.01,42,Low,69.08
Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3,0.00,10.05,28,Low,35.88
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5,0.00,20.85,42,Low,49.65
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,959.97,4,0.20,120,12.5,Medium,767.97
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,408.42,2,0.30,-5.83,-1.43,Low,285.9
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.98,2,0.20,60,12.5,Low,383.99
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.6,4,0.00,6.05,48,Low,12.6
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0.00,84.94,46,Low,184.66
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.12,5,0.20,8.38,36.25,Low,18.5
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.46,7,0.20,12.18,32.5,Low,29.97
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.66,3,0.30,-7.71,-1.43,Medium,377.76
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2,0.00,80.63,26,Low,310.12
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0.00,3.85,45,Low,8.56
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0.00,14.15,27,Low,52.4
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3,0.00,6.87,46,Low,14.94
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3,0.00,0.22,2,Low,11.22
Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.14,4,0.20,24.2,6.25,Low,309.71
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0.00,19.46,47,Low,41.4
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35,4,0.00,10.5,30,Low,35
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.55,3,0.20,14.34,36.25,Low,31.64
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3,0.00,35.29,26,Low,135.72
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,12.56,2,0.00,5.65,45,Low,12.56
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4,0.00,71.27,27,Low,263.96
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.95,1,0.20,0.37,6.25,Low,4.76
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.20,2.37,15,Low,12.64
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.37,2,0.20,3.95,27.5,Low,11.49
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.45,7,0.20,12.33,17.5,Low,56.36
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0.00,6.47,5,Low,129.3
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.88,3,0.80,-5.82,-150,Low,0.78
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,6.08,1,0.00,3.04,50,Low,6.08
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0.00,8.96,45,Low,19.9
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1,0.00,4.95,7,Low,70.71
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3,0.00,7.91,42,Low,18.84
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3,0.00,2.51,29,Low,8.64
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.19,4,0.70,"-1,306.55",-80,High,489.96
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0.00,8.3,42,Low,19.76
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.61,2,0.20,2.23,33.75,Low,5.29
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.20,2.73,37.5,Low,5.82
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.78,1,0.20,10.86,7.5,Low,115.83
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,156.79,1,0.20,13.72,8.75,Low,125.43
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,431.98,3,0.20,27,6.25,Low,345.58
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1,0.00,16.15,45,Low,35.89
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,47.21,7,0.20,15.34,32.5,Low,37.77
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7,0.00,116.6,47,Low,248.08
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0.00,89.16,47,Low,189.7
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,59.81,3,0.20,19.44,32.5,Low,47.85
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1,0.00,14.56,16,Low,90.99
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0.00,427.44,28,High,1526.56
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0.00,40.59,11,Low,368.97
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,305.01,9,0.00,76.25,25,Low,305.01
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,18.7,1,0.00,7.11,38,Low,18.7
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,38.29,7,0.00,16.46,43,Low,38.29
Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,26.25,3,0.00,11.03,42,Low,26.25
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,64.96,14,0.20,22.74,35,Low,51.97
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0.00,20.54,47,Low,43.7
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,41.6,4,0.20,13,31.25,Low,33.28
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,23.12,5,0.20,8.38,36.25,Low,18.5
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,113.89,2,0.20,9.97,8.75,Low,91.11
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,113.57,2,0.20,-5.68,-5,Low,90.85
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,7.92,2,0.20,0.69,8.75,Low,6.34
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,671.98,2,0.20,50.4,7.5,Medium,537.59
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,39.99,1,0.00,11.6,29,Low,39.99
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.65,3,0.10,31.94,16.67,Low,172.48
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.31,1,0.70,-1.93,-83.33,Low,0.69
